"year","country","location","precipitation"
2019,"Solomon Islands","West Jessica",17.918884957502833
2017,"Liechtenstein","East Edward",17.93527472466485
2013,"Belize","Moonburgh",17.950885947795005
2015,"United Arab Emirates","Harrisville",17.953054214740526
2006,"Puerto Rico","East Heatherport",17.95383951618559
2018,"Croatia","South Todd",17.968120700437762
2019,"Indonesia","Millerberg",17.97367111677285
2016,"Central African Republic","East Timothy",17.9847496363459
2003,"Macao","Transide",17.990549230385277
2010,"Sierra Leone","Tomchester",17.99715916265526
2007,"Antigua and Barbuda","Amandaton",18.004295178388464
2018,"Heard Island and McDonald Islands","Port Michael",18.00717758353061
2004,"Niger","Taylorhaven",18.009189053790987
2021,"Egypt","Donaldville",18.01701176221081
2012,"France","Martinfort",18.022179538735884
2022,"Panama","North Julietown",18.02722609770936
2017,"New Zealand","New Ian",18.03037750306601
2012,"Turkmenistan","South Kelliburgh",18.03771768729928
2022,"Colombia","Matthewville",18.04226916803805
2006,"Bosnia and Herzegovina","Port Veronica",18.048661987187632
2021,"French Guiana","Lynnville",18.06018625604795
2016,"Ethiopia","Hallland",18.066128329535346
2014,"Bulgaria","Lopezville",18.072501026842517
2022,"Saint Pierre and Miquelon","South William",18.09052359208293
2016,"American Samoa","Ayalachester",18.10322394408287
2017,"Romania","Lake Samantha",18.10923511951293
2022,"Lebanon","New Peterton",18.115510092309005
2009,"South Africa","Gregoryfurt",18.11793757438237
2011,"Serbia","East Hannahberg",18.11858797963052
2019,"Saint Vincent and the Grenadines","North Zachary",18.139496150722238
2002,"French Polynesia","West Michelleview",18.14215523960816
2017,"Sri Lanka","South Chrisfort",18.144798955854245
2008,"Bosnia and Herzegovina","South Johnfort",18.15390078975153
2008,"Mauritius","North Kimberly",18.15815180341285
2010,"Guinea-Bissau","East Dakota",18.170562097692933
2004,"Paraguay","East Paul",18.18186498084019
2020,"Palau","Lake Justin",18.182528917334384
2022,"Vietnam","Davidchester",18.20129658847247
2017,"Armenia","Christopherport",18.21071407575324
2013,"Germany","Lake Robertburgh",18.21695909228613
2020,"Australia","North Beverlyview",18.22073203337361
2017,"Malta","New Michaelside",18.23068004391249
2008,"Jamaica","Port Chelsea",18.240582816379035
2021,"Saudi Arabia","Walterstad",18.24249648733054
2011,"Cocos (Keeling) Islands","Lake Kimberly",18.249074126303636
2020,"Cook Islands","South Christopher",18.272899938859982
2015,"Iraq","Nashhaven",18.28589259489072
2016,"Congo","West Melissa",18.286781184294576
2019,"Djibouti","New Kathryn",18.287299368654352
2001,"Sao Tome and Principe","Longfort",18.28855294681585
2015,"Tonga","Chavezstad",18.28961933308658
2009,"Sierra Leone","Jessetown",18.290141417715237
2020,"Turkmenistan","Annafort",18.29800105110117
2006,"Paraguay","Lake Katelyn",18.2988195938789
2021,"Lao People's Democratic Republic","West Ann",18.320650373544577
2018,"Greece","Weberville",18.337731433851047
2013,"Palestinian Territory","New Pamela",18.35246038213816
2003,"Panama","New Jennifer",18.35382589436101
2008,"Georgia","Lake Amandamouth",18.36899856359687
2012,"Malawi","Port Douglasland",18.375337584465267
2008,"Saudi Arabia","Lake Johnside",18.37825732215895
2018,"Saint Martin","Kaylaberg",18.3848111875483
2018,"Northern Mariana Islands","East Taylorburgh",18.384853282400854
2000,"Cape Verde","Lake Dylan",18.405314362910865
2020,"Bangladesh","Paulamouth",18.411973379664804
2011,"Moldova","North David",18.413294992245564
2005,"Kazakhstan","Barnesport",18.41999129145534
2010,"Malaysia","Alyssastad",18.42324754223156
2011,"Brazil","Lake Conniechester",18.43074049896186
2000,"South Georgia and the South Sandwich Islands","Walkerchester",18.442723925612693
2016,"Saint Lucia","South Jamesbury",18.445042389051103
2006,"Vanuatu","North Amy",18.447014221589757
2014,"Syrian Arab Republic","New Jennifer",18.44900290469309
2013,"Hong Kong","South Margaret",18.451256630275196
2000,"Spain","Lake Glennmouth",18.452434663082197
2004,"Heard Island and McDonald Islands","East Michaelbury",18.45422262794303
2016,"Monaco","Lake Karinastad",18.45610443576288
2004,"Armenia","Jamesland",18.52763959410759
2016,"Kenya","Santosbury",18.532185019967763
2018,"Korea","Timothyside",18.566460650200423
2014,"Ukraine","North Jennifer",18.570511610933703
2002,"Saudi Arabia","Sandramouth",18.57610057324979
2020,"Israel","New Teresa",18.586778033048247
2017,"Puerto Rico","Wigginsville",18.592143147234776
2022,"Sri Lanka","South Lisaburgh",18.592224192209077
2008,"Gibraltar","Lake Kevinchester",18.592255090397625
2006,"Svalbard & Jan Mayen Islands","New Crystalfort",18.60352345763589
2014,"Denmark","West Laura",18.632207783044496
2009,"Congo","Kellyburgh",18.63631486893421
2020,"New Zealand","Wilsonbury",18.645060778955024
2013,"Eritrea","East Gregoryview",18.68004018870821
2021,"Nicaragua","Lake Apriltown",18.683713935893387
2001,"Grenada","Longport",18.69258125191013
2022,"Togo","East William",18.706609020745
2014,"Trinidad and Tobago","West Christopher",18.733233697861017
2007,"Niger","South Glen",18.74543597749543
2003,"South Georgia and the South Sandwich Islands","Quinnshire",18.75755628970697
2002,"Belgium","Lauraborough",18.76011903114048
2006,"Moldova","Michellehaven",18.78601495442225
2019,"Swaziland","Moraleston",18.78720240578583
2014,"Aruba","Paigestad",18.78780691845413
2019,"Turkey","New Stephanieshire",18.807500527058146
2022,"French Guiana","South Steven",18.81253263223721
2021,"Lebanon","Tanyafurt",18.84135558945107
2004,"Romania","Ellisfort",18.844140824268795
2022,"Lithuania","Rodriguezstad",18.84428988506579
2006,"French Guiana","Thomasfurt",18.84668553120982
2012,"Antigua and Barbuda","South Vanessa",18.87462375525002
2020,"Mali","North Danielton",18.87596170291757
2002,"Estonia","Frostfort",18.88206332511939
2019,"Serbia","South Benjamin",18.901252320566485
2017,"Australia","Lake Benjamintown",18.90199275932392
2006,"Greece","New Erikamouth",18.903195399789407
2021,"Japan","South Amanda",18.911236374136763
2022,"Albania","Port Steven",18.93227471726909
2005,"Oman","South Joel",18.94487204887164
2017,"Sao Tome and Principe","Johnsonshire",18.954978684526196
2016,"Vanuatu","New Brittany",18.9794641616591
2011,"Korea","East Michael",18.982592875941677
2020,"Belgium","West Joanneton",18.99973828493359
2002,"Mexico","Griffintown",19.00454488715604
2021,"Ukraine","West Janeburgh",19.020247617656302
2019,"Canada","West Rebeccaberg",19.026857815310706
2018,"Ireland","Martinezview",19.029033927779583
2005,"Pitcairn Islands","Whitneyville",19.03104406870736
2015,"Suriname","Rodriguezview",19.032554761300336
2005,"Denmark","Churchbury",19.03282398342556
2018,"Belize","New Carrie",19.040070217240068
2010,"Kyrgyz Republic","Angelashire",19.056820943760734
2000,"Burkina Faso","North Virginiafort",19.078407480162998
2000,"American Samoa","Brownstad",19.07951059758517
2021,"Mauritius","West Aaron",19.08311723616
2011,"Thailand","Lake Alexanderview",19.09805319823577
2004,"Germany","Derrickland",19.105678483648603
2002,"Belarus","Brendaport",19.105803842182745
2001,"South Georgia and the South Sandwich Islands","Williamsland",19.11773704573885
2018,"Papua New Guinea","Summerton",19.12152265112148
2002,"Papua New Guinea","Port Tina",19.147250981605257
2006,"Montserrat","West Jameschester",19.151648571837587
2016,"Cote d'Ivoire","New Jennifer",19.18028575217341
2005,"Swaziland","Arianaville",19.190873342830884
2003,"Egypt","South Michelleland",19.225462819912757
2012,"Australia","Port Bryanbury",19.234367635037287
2020,"Burundi","Hancocktown",19.25093722176886
2016,"Zambia","West Anthony",19.25786160600748
2000,"Guinea","Port Patrick",19.26757129136852
2003,"Brunei Darussalam","Stephanieborough",19.27932844899608
2005,"El Salvador","North Maryfurt",19.28688023288128
2005,"Mauritius","Kellifurt",19.28810380731283
2000,"French Guiana","Wellsville",19.29312340910264
2011,"Armenia","Davidfurt",19.30435545597865
2010,"United States of America","Johnberg",19.311037757241863
2019,"Luxembourg","Mcgeeshire",19.31445306407721
2001,"Uzbekistan","New Phillip",19.31991023707521
2008,"Equatorial Guinea","Johnnyland",19.324132897507752
2002,"Estonia","North Stephen",19.32506072100048
2015,"Belize","Barnesview",19.33154303792707
2009,"Iraq","Port Curtis",19.33176505887606
2007,"Malta","Pricefurt",19.341129705763805
2015,"United Arab Emirates","East Sandramouth",19.34153990916857
2007,"Antigua and Barbuda","New Davidfurt",19.344022453569533
2012,"Suriname","East Jonathantown",19.346484256946862
2018,"Hungary","Robinsonside",19.353882212352367
2002,"Angola","Shelleyborough",19.36781519375883
2005,"Georgia","Bradleyhaven",19.378217073353067
2000,"Cambodia","Heatherville",19.37969477324787
2022,"Sudan","Lake Troy",19.388971438352065
2022,"South Georgia and the South Sandwich Islands","Alyssaton",19.415695492595653
2018,"Panama","Holderburgh",19.42570898329957
2006,"Kiribati","North Chadfort",19.43111744278977
2011,"Western Sahara","Port Karaburgh",19.431402355863227
2001,"Bulgaria","Port Ronaldtown",19.434260812508278
2005,"Vietnam","Seanshire",19.475289498051417
2009,"Pitcairn Islands","West Richardchester",19.48256692484098
2016,"Niger","Carlabury",19.49418622936065
2007,"Pitcairn Islands","Murphyberg",19.51772016987437
2006,"Turkmenistan","New Tammyside",19.522160113533715
2002,"San Marino","Lake Amanda",19.526304600681897
2004,"Greenland","Nicholasmouth",19.539538703273674
2006,"Romania","East Christieside",19.54173520693431
2003,"Algeria","Donaldhaven",19.54429603420244
2019,"Reunion","South Emmaburgh",19.545139201154505
2010,"Ukraine","South Michaelfort",19.545772780200043
2022,"Timor-Leste","South Michael",19.59523288021377
2014,"Ghana","Hoffmanfurt",19.60766850734236
2021,"Luxembourg","Port David",19.61759662488848
2014,"Egypt","East Meagan",19.62980073523165
2018,"Ukraine","Ryanfort",19.62989748377343
2002,"Mongolia","Toddfurt",19.63132337773316
2000,"Tuvalu","East Hannahland",19.646855197900404
2005,"Guam","Justinmouth",19.64820555989396
2011,"Papua New Guinea","Jessicafurt",19.669868969813777
2012,"El Salvador","Lake Austinmouth",19.673846525749607
2003,"Hong Kong","North Kimberly",19.67598646647616
2016,"Indonesia","Jarvismouth",19.6780203345702
2019,"Germany","South Dianaborough",19.6790706656105
2003,"Saudi Arabia","Deborahstad",19.70334922497814
2018,"Malaysia","Benjaminbury",19.70560748688771
2015,"Samoa","Myersborough",19.706590341208507
2007,"Marshall Islands","Williammouth",19.70953651953078
2013,"South Africa","Danielberg",19.720071464310507
2019,"Australia","Port Taylor",19.72202875692659
2014,"Morocco","Lake Sheilaberg",19.72218396008448
2013,"Norfolk Island","Daughertychester",19.72910199391773
2000,"Cambodia","Lake Michael",19.732804414375195
2015,"Switzerland","South Aaron",19.744370293383074
2022,"Barbados","Lyonsside",19.74681442897491
2001,"Switzerland","Port Dale",19.774326782439488
2011,"Gambia","East Matthew",19.789388330458667
2006,"Mongolia","New Lisa",19.79287193619812
2011,"Mali","Lake Justinbury",19.79485294119906
2018,"Lithuania","Burtonchester",19.8004663862376
2014,"Kazakhstan","Swansonberg",19.806551585252983
2000,"Romania","New Sandra",19.854822319350752
2009,"Thailand","Alanshire",19.86357194420577
2000,"French Polynesia","West Anthony",19.86803759405443
2010,"Swaziland","Douglasfort",19.87278185854908
2020,"China","Johnsonshire",19.87451266008525
2011,"Taiwan","Woodfort",19.88007066494677
2008,"Mauritius","East Ryanland",19.909106161589985
2009,"Georgia","Port Michael",19.923360977510807
2009,"Portugal","North Nancy",19.9425889483404
2020,"Kazakhstan","Daviston",19.957558584312608
2018,"Belgium","East Christopher",19.97350994596163
2014,"Rwanda","Jamieport",19.975396426068315
2019,"Malawi","Kristinchester",19.99988579909624
2007,"Cambodia","Danielstad",20.005982524166495
2009,"Italy","Mcgeeport",20.006557439317664
2012,"Heard Island and McDonald Islands","West Edward",20.015224516382712
2015,"Tanzania","Anthonymouth",20.02038092382601
2006,"Philippines","Angelville",20.030929661639615
2014,"Eritrea","Lake Patriciabury",20.034570903916148
2003,"Spain","North Stephanie",20.04477156047093
2007,"Nepal","East Rodneyburgh",20.06618478788825
2014,"New Zealand","Port Shane",20.08170142206227
2004,"Somalia","Wongmouth",20.09890253129564
2020,"Holy See (Vatican City State)","New Anthonymouth",20.112356124416586
2021,"Mexico","West Richardton",20.130652192927588
2020,"Mayotte","Stephanieland",20.14195424114167
2005,"Bhutan","Popefort",20.15080678718387
2018,"Nigeria","South Barbara",20.164191311494427
2016,"Togo","South Vickieview",20.17456398069839
2017,"Niger","Kelleyport",20.175280426226315
2007,"Saint Lucia","Katherinefurt",20.17879528700982
2011,"Tuvalu","West Denise",20.196336432759782
2015,"Serbia","Frenchport",20.204263590244043
2016,"New Zealand","Port Ginaberg",20.21490933664877
2000,"Grenada","Vasquezmouth",20.217212751186945
2003,"Rwanda","Christytown",20.22362870195459
2013,"Benin","South Jamesburgh",20.26417659015869
2016,"Djibouti","West Stacy",20.27418717410462
2005,"Panama","Bookerview",20.28536425144577
2004,"Togo","Lake Leefurt",20.319529766384857
2003,"Algeria","Annamouth",20.322311715336948
2010,"Zambia","Gonzalezfurt",20.325799766243048
2019,"Saint Helena","Petersenfurt",20.343344755303672
2003,"Falkland Islands (Malvinas)","Dominiqueport",20.345149038342527
2012,"Netherlands Antilles","West Justinmouth",20.354535030348
2015,"Kiribati","West Michaelshire",20.36255970009987
2006,"Nicaragua","South Rachelland",20.36599696642897
2014,"Bulgaria","Margaretbury",20.373488923177728
2007,"Holy See (Vatican City State)","West Karenborough",20.38697790189028
2020,"Ghana","Gutierreztown",20.38880345451353
2008,"Rwanda","Jessicashire",20.39305969788416
2005,"Algeria","New William",20.41815396599199
2020,"United States Virgin Islands","North Jeffrey",20.42052405667477
2022,"American Samoa","Vazquezton",20.424783896458976
2020,"Qatar","South Chadchester",20.444781185946848
2002,"Reunion","Danielland",20.44647025502636
2021,"New Caledonia","North Alisonshire",20.44842045200472
2007,"Barbados","Carloston",20.46074857978685
2001,"Hong Kong","Alyssamouth",20.467238945557263
2001,"Montenegro","New Angelaton",20.471832478326725
2014,"Albania","Lake Sarah",20.492714906561076
2009,"Cape Verde","New Cassandrashire",20.49692161151687
2006,"Cayman Islands","Lake Alexis",20.49713239320007
2001,"Chile","Reyesshire",20.525900079106545
2009,"South Georgia and the South Sandwich Islands","Schmidtland",20.526246216462585
2020,"South Africa","Hernandezbury",20.52999585006431
2002,"Syrian Arab Republic","Richardville",20.5345647528835
2018,"Bahrain","Gardnerbury",20.535303020819363
2014,"Vanuatu","North Ashleyport",20.5415715086912
2001,"Pitcairn Islands","North Ashleyton",20.56543032588948
2007,"Andorra","Ortizton",20.571083291606808
2004,"Slovenia","South Nicholas",20.579370315365097
2006,"Chile","Thompsonton",20.5906984486544
2013,"Israel","Michaelhaven",20.59075281906978
2014,"Venezuela","Andreabury",20.59221501163856
2010,"Jersey","West Alexandra",20.60490115640967
2005,"Cuba","Gardnermouth",20.61425885511285
2020,"Algeria","Miguelstad",20.61839364161993
2005,"Brazil","Veronicaberg",20.623315737113547
2009,"Norfolk Island","New Jasonville",20.62683198872175
2003,"Wallis and Futuna","New Kimberly",20.66900838245591
2021,"Malawi","Lake Emilyton",20.669042535011528
2019,"Bangladesh","North Devin",20.67271999706347
2021,"Mauritius","East Erika",20.680421932850024
2005,"Paraguay","South Wesley",20.685066082985017
2018,"Paraguay","South Christian",20.70057238073948
2016,"Thailand","New Courtneyfort",20.733824755323827
2000,"Belize","New Julie",20.735305721810786
2004,"Trinidad and Tobago","Sandersshire",20.73611484593268
2008,"Switzerland","South Caitlinville",20.736513547225645
2022,"Austria","Port Bruce",20.764503189750204
2010,"Anguilla","Hannahhaven",20.79069069702576
2017,"Serbia","Ricemouth",20.791454073431183
2019,"Sierra Leone","Raymondview",20.80816152174346
2022,"Mozambique","New Thomas",20.81550365057425
2003,"Germany","Jacksonton",20.81952912626181
2019,"Mauritania","Michelleview",20.821854038073173
2018,"Denmark","Shawport",20.83125168423209
2001,"Zimbabwe","Allenchester",20.831411024592818
2003,"Tuvalu","Vasquezfort",20.835794856839097
2001,"Poland","Henryburgh",20.83944829179847
2002,"Colombia","Lake Michaelhaven",20.83989037750007
2004,"Sudan","Robbinsmouth",20.840452071521877
2022,"Norway","Michaeltown",20.865074122003257
2022,"El Salvador","Woodsstad",20.865354662871027
2021,"Djibouti","New Heather",20.872785948133387
2008,"Turkey","Elizabethville",20.874682147124457
