"year","country","location","temperature"
2011,"Marshall Islands","New Benjaminshire",11.438471626734524
2016,"Oman","Stephanieburgh",11.440126239690258
2012,"Chile","Walkerberg",11.441446386588227
2004,"Haiti","Smithfort",11.441553894234168
2015,"United States of America","Weeksbury",11.44180174901442
2001,"Anguilla","Mooreville",11.443545488596689
2009,"Congo","New Laura",11.443914399793892
2003,"Marshall Islands","New Ryanmouth",11.446060058610833
2021,"Rwanda","Sherryfort",11.448812185361792
2009,"Qatar","West Samuel",11.45211168310215
2012,"Iraq","West Melissamouth",11.452166259253715
2011,"Ethiopia","Karatown",11.452557689777192
2021,"Djibouti","Thompsonside",11.452890575196651
2013,"Lebanon","New Brucefort",11.455866516589689
2014,"Paraguay","Port Michelle",11.456508416795543
2012,"Anguilla","West Seanstad",11.457163771615935
2012,"Ghana","Port Thomasberg",11.45719836481771
2018,"Nepal","Spencermouth",11.462843388007895
2004,"Pakistan","Port Randy",11.463953015186128
2006,"Albania","West Andrew",11.46511466852022
2016,"Algeria","Westmouth",11.465340282816369
2017,"Monaco","South Ana",11.46633536317756
2018,"Germany","South Marystad",11.467472320560052
2009,"Gambia","Gailland",11.469056793031289
2011,"Solomon Islands","New Steven",11.469425946801408
2002,"Lesotho","Port Susanshire",11.472291937185116
2008,"Rwanda","New Brandi",11.47353302362505
2009,"Grenada","North Joshua",11.473542417128018
2019,"Armenia","Lake Lynn",11.475346782894258
2000,"Cape Verde","New Peterville",11.47846172408046
2006,"China","Alyssamouth",11.479175210746568
2006,"Holy See (Vatican City State)","Lauraville",11.47938437436343
2012,"Zambia","West Benjamin",11.484431612181885
2013,"Romania","Port Valerie",11.485926162923676
2017,"Falkland Islands (Malvinas)","Gainesville",11.488340721685825
2017,"Georgia","Newmanstad",11.490801108644344
2016,"Togo","South Laura",11.490824420631292
2021,"Tonga","Carrillohaven",11.492496616566036
2007,"San Marino","Tamaraland",11.494127147219729
2005,"South Georgia and the South Sandwich Islands","Paulport",11.495917262911886
2000,"Algeria","Cuevasfort",11.49634199398833
2007,"Maldives","South Jon",11.499882735856852
2010,"Palau","Smithfurt",11.501324532336572
2019,"Burkina Faso","Tonymouth",11.503420763468174
2016,"Slovakia (Slovak Republic)","Sandramouth",11.503878288794432
2010,"Germany","North William",11.503942850012336
2014,"Armenia","Port Jacob",11.504141188433875
2018,"Zimbabwe","Grantshire",11.505471151962006
2019,"Pakistan","North Debraborough",11.50567031981165
2004,"Heard Island and McDonald Islands","Allenstad",11.506610276364128
2013,"Wallis and Futuna","Antoniomouth",11.507981309748931
2012,"Nicaragua","Ericchester",11.50805929402538
2015,"Netherlands Antilles","Garciastad",11.508350075014912
2020,"Azerbaijan","Josephville",11.511123329346132
2022,"Korea","Reevesburgh",11.512880784914218
2006,"Italy","Lake Robert",11.512953540566526
2015,"Vietnam","Davidfurt",11.51529647845913
2005,"United Kingdom","West John",11.517295390497114
2003,"Central African Republic","Lake Debbie",11.521552909400796
2000,"Grenada","North Brian",11.52254602744603
2000,"Vietnam","Whiteview",11.522796955179912
2009,"Fiji","New Jeffrey",11.52360042401232
2016,"Guernsey","Jonesview",11.527894928313032
2012,"Heard Island and McDonald Islands","Danielland",11.52924095843415
2000,"Denmark","New Jessicashire",11.52925294499916
2008,"Cook Islands","West Karishire",11.530599962184835
2003,"Nicaragua","New Jamesfurt",11.531126108062043
2020,"Bhutan","New Ericfurt",11.53581652746692
2015,"Seychelles","New Michellefurt",11.536283374892715
2017,"Bolivia","Toddfurt",11.537933032142362
2018,"Iraq","Harrisport",11.538005142666496
2014,"Solomon Islands","South Angelaview",11.542864020008489
2012,"Bouvet Island (Bouvetoya)","Barronbury",11.543727583515036
2013,"Poland","Lynnfort",11.54383083371184
2021,"Uganda","Aliciamouth",11.545505057732337
2017,"Pakistan","Hallchester",11.546004287653242
2010,"Korea","Lake Virginiatown",11.54631648657804
2004,"British Virgin Islands","Amandatown",11.548533667143593
2008,"Jamaica","Courtneytown",11.548788117713746
2016,"Taiwan","Amandaside",11.549622272355196
2003,"Austria","Buchananport",11.550804443099793
2019,"Greenland","Vincentshire",11.552238058988332
2009,"Liberia","Lake Katherine",11.552287880933484
2015,"Puerto Rico","South Dawnbury",11.557917052384589
2002,"Sao Tome and Principe","Angelaburgh",11.560275504883212
2004,"Saint Pierre and Miquelon","Johnfurt",11.561723278187875
2003,"Gambia","Ericborough",11.563408998068144
2015,"Myanmar","Cainstad",11.567129706702428
2009,"Bolivia","South Craig",11.56767352631378
2014,"French Guiana","Port John",11.569530827889531
2021,"Eritrea","Richardview",11.575800879240326
2008,"Korea","West Gregorymouth",11.57691468324484
2009,"Solomon Islands","Lake Marilynhaven",11.57835014864138
2002,"Christmas Island","Cookeborough",11.578438112903669
2009,"Austria","Lake Karatown",11.580322622336524
2020,"Senegal","South Annburgh",11.582817979793283
2017,"Nigeria","Crystalmouth",11.583011416212594
2013,"Australia","Turnerstad",11.583777629489855
2010,"Bosnia and Herzegovina","New Kelliefurt",11.58522611439563
2006,"Philippines","Angelville",11.585480890683478
2019,"United Arab Emirates","North Cory",11.585581416858847
2001,"Eritrea","West Jessicamouth",11.585863693443237
2020,"Iran","Greenberg",11.587311555302112
2007,"Nepal","Royborough",11.58836629823612
2010,"Uganda","Goodmanberg",11.589712017055112
2020,"Morocco","Bettyville",11.59083272728657
2007,"American Samoa","Alexabury",11.591340696060012
2001,"Lesotho","North Nathan",11.59200612729349
2019,"United States Minor Outlying Islands","Joshuafurt",11.59513389286629
2021,"Colombia","Stevensonfort",11.596739574148
2020,"Angola","Jaclynchester",11.596750546583614
2011,"Philippines","West Susanborough",11.600670250050666
2008,"Bulgaria","Perezfurt",11.601391393060691
2012,"Hungary","New Mark",11.602546947765486
2001,"Colombia","North Kenneth",11.602866383246427
2001,"Latvia","East Jaimeport",11.604752917944522
2018,"Ireland","Martinezview",11.60548216963197
2008,"Togo","Suarezfort",11.609108828713993
2021,"Bahamas","Smithbury",11.609382469684622
2004,"Mozambique","South Kelly",11.60988251134867
2017,"British Virgin Islands","South Dominiquefort",11.611486032661524
2016,"Papua New Guinea","North Marc",11.61235442859826
2005,"Iceland","East Andrewside",11.612446984120677
2003,"China","Gregoryton",11.61524710153463
2017,"Algeria","Jessicaville",11.616651831048864
2017,"France","New Nicole",11.616987542626934
2019,"Tanzania","Benjaminbury",11.617445749138104
2003,"Turkey","Lake Margaretport",11.617975791583808
2013,"Azerbaijan","Lake Eric",11.61816933357708
2005,"Peru","North Kimberly",11.618740180321442
2006,"Spain","Samanthafurt",11.61992809421983
2002,"Liechtenstein","Mullinsport",11.620047829373163
2005,"Heard Island and McDonald Islands","Silvafurt",11.620627763080266
2013,"Qatar","North Carolynchester",11.62109726677959
2010,"Jamaica","Port Brandonmouth",11.622839657543896
2011,"Tokelau","Port Cheryl",11.62576523578418
2010,"Marshall Islands","East Crystalfort",11.62634761343006
2015,"Slovakia (Slovak Republic)","East Kevinshire",11.630262722972857
2014,"Gibraltar","Lisahaven",11.630822705862789
2013,"Tonga","Martineztown",11.631178773195767
2018,"Kyrgyz Republic","West Markborough",11.631924279273475
2001,"Costa Rica","South Darren",11.633405187391697
2010,"Serbia","Gregoryview",11.634463058513374
2009,"Serbia","Brooksburgh",11.635906939208857
2010,"Guatemala","Maciaston",11.637103734545557
2018,"Greece","Weberville",11.637468461594349
2022,"Singapore","Nunezville",11.638066389704896
2014,"Aruba","New Nicolehaven",11.638856857978883
2009,"Congo","Lake Christopherborough",11.640050037683904
2012,"Saint Helena","Paulmouth",11.640368399130956
2008,"Tanzania","Mariaborough",11.645751361467534
2001,"Lesotho","West Rickyfurt",11.647622329470348
2013,"Costa Rica","Whitneychester",11.648788949801178
2020,"Greenland","Tammymouth",11.650794976878732
2004,"Bermuda","South Amyville",11.652297710071036
2006,"Andorra","West Brandonville",11.653017347634073
2009,"Sudan","Port Bryanland",11.65319917306534
2004,"Guadeloupe","East Conniemouth",11.65399396953064
2012,"Equatorial Guinea","South Wendy",11.65668475388584
2000,"Vietnam","East Angela",11.65760807991408
2014,"Congo","North Pamela",11.659642976914084
2007,"Faroe Islands","New Marco",11.662673005875174
2008,"Costa Rica","North Tammybury",11.665241397524538
2017,"Andorra","East Scotthaven",11.665654269307623
2014,"Zimbabwe","New Jason",11.66579815046134
2016,"Guadeloupe","Candaceview",11.667376886811072
2012,"Estonia","Garrettmouth",11.669380020615993
2012,"San Marino","West Jamesmouth",11.67084286832149
2009,"Peru","West Alexaview",11.671158681925904
2013,"Guadeloupe","Josephborough",11.674480277336988
2005,"Gambia","Paulahaven",11.67700002034345
2007,"Suriname","Houstonhaven",11.679470407937536
2019,"Somalia","North Benjamin",11.681407028404228
2016,"Barbados","Port Yvettemouth",11.6874352963396
2003,"Greece","Beckbury",11.688753227687542
2007,"Northern Mariana Islands","Lewisberg",11.695815942276118
2010,"Solomon Islands","Rosarioside",11.699832304612077
2001,"Philippines","South Angelica",11.700007220743434
2008,"Reunion","Port Rileyland",11.70055210603548
2021,"Sweden","South Daniel",11.70092471609066
2019,"Taiwan","Lindastad",11.70273846882788
2011,"Liberia","New Vicki",11.703481675032164
2005,"Falkland Islands (Malvinas)","Mejiaberg",11.704176401076452
2003,"Portugal","North Betty",11.705802158184085
2004,"Finland","Careyhaven",11.707515176964492
2004,"Netherlands Antilles","Port Stanleystad",11.709936233030536
2008,"Iceland","South Ashleyton",11.71092626602558
2013,"Central African Republic","Aaronfort",11.712223668487232
2017,"Micronesia","West Reginald",11.712320333209178
2002,"Switzerland","Kellyborough",11.712923567153677
2020,"North Macedonia","Kennethville",11.713292843326425
2006,"Reunion","Schwartzview",11.713574656360809
2022,"Moldova","Jefferychester",11.714562524794069
2009,"South Africa","North Scott",11.716501426809105
2005,"Micronesia","New Hollystad",11.717338288065928
2011,"United Kingdom","Port Brett",11.717390197400718
2009,"Taiwan","Dianaside",11.717671542528656
2011,"Greece","New Sandraside",11.723184817481524
2001,"Poland","West Sharonhaven",11.724247838362704
2009,"Mauritius","Woodsstad",11.725470270696976
2004,"Latvia","East Sarahview",11.73502860986278
2007,"Fiji","Smithville",11.7369832479252
2004,"Armenia","South Jeffreyton",11.737060090300211
2002,"Kuwait","North Juan",11.738610378027875
2000,"Seychelles","East Davidshire",11.740209187446926
2016,"Isle of Man","Kathleenborough",11.740682237398024
2001,"Central African Republic","East Mark",11.742580497757846
2016,"Moldova","Mendezmouth",11.74465819237424
2016,"Mauritania","South Tammy",11.745601113086405
2000,"Honduras","Staffordton",11.746134170295408
2012,"Gabon","Collierhaven",11.751187783501232
2014,"Georgia","New Dorothy",11.75198666685974
2015,"Guam","North Jamesmouth",11.754548774552042
2020,"Malawi","Port Jamestown",11.758193302186696
2012,"Angola","Suttonland",11.760650187272368
2017,"Bangladesh","Adamston",11.76104889137772
2021,"Togo","Barbaramouth",11.761433889153023
2008,"United States of America","Lake Jeffrey",11.7641468884871
2010,"Martinique","North Denise",11.765352112684385
2022,"Anguilla","Lake Nathanfurt",11.766948576887955
2001,"United Arab Emirates","Coreybury",11.769740773482518
2006,"Nicaragua","Emilyfort",11.77144651974476
2002,"Panama","West Christopherbury",11.773122821503906
2005,"Aruba","Hernandezbury",11.773558798124473
2020,"Niue","Port Kevinshire",11.776594975178751
2016,"Poland","Julieview",11.776988169912736
2013,"Honduras","North Katherine",11.779943971864013
2015,"Congo","Hodgesside",11.78016779399794
2020,"Myanmar","Lake Williamborough",11.783705142082235
2019,"Djibouti","New Kathryn",11.785640756766258
2004,"Congo","Wrightland",11.788188459441765
2010,"Faroe Islands","Lake Jasminchester",11.788212984391002
2013,"Monaco","Lake Donaldmouth",11.788312054843802
2018,"Belize","Port Craig",11.790697972157634
2013,"Anguilla","North Kelsey",11.791085850265674
2006,"Saint Kitts and Nevis","Suttonberg",11.79502948454824
2001,"Netherlands","South Amy",11.796822669127604
2002,"Austria","Higginsberg",11.801177981190008
2016,"Liberia","Port Moniquemouth",11.801428674298272
2013,"Sri Lanka","South Carlville",11.80299805296594
2010,"Poland","Thomasborough",11.803439055532296
2001,"Liechtenstein","East Mackenzie",11.804304423031118
2010,"Belize","Mitchellchester",11.804696741970323
2021,"Papua New Guinea","Nancyland",11.805058883853835
2010,"Vanuatu","South Scottmouth",11.805315702784398
2019,"Marshall Islands","Michaelland",11.809579666881664
2011,"Bolivia","Kristinchester",11.8098774156726
2009,"Norway","Nicholasport",11.812535258101338
2006,"Lao People's Democratic Republic","Romeroton",11.81301502053524
2001,"Honduras","South Angela",11.814824960383069
2003,"Namibia","Paulmouth",11.815381424699751
2013,"France","North Kathryn",11.817326006518964
2010,"Gibraltar","Kristyborough",11.817967972659169
2011,"Andorra","South Elizabethland",11.819667587566464
2021,"Netherlands Antilles","Port Marcushaven",11.820706862199785
2010,"Anguilla","Hannahhaven",11.82074164766627
2008,"Marshall Islands","Port Richardmouth",11.82231639750005
2001,"Bahrain","South Donald",11.822344813175338
2009,"Brazil","New Melaniemouth",11.823238120122712
2015,"Vietnam","Kathrynton",11.826360268690005
2012,"Vietnam","West Stephanie",11.826562408299754
2007,"Lesotho","Port Scott",11.830854251820444
2019,"Ghana","Shelbyside",11.831270673827808
2017,"Guernsey","Schmidthaven",11.831499118601975
2006,"United Arab Emirates","Fergusonbury",11.833691427483927
2003,"Israel","North Dana",11.83600222785638
2012,"Burundi","New Alexshire",11.837661387882434
2012,"Seychelles","North Michellechester",11.838141219667865
2002,"Bhutan","Andrewbury",11.841477417808878
2018,"Seychelles","Port Jo",11.84344633399521
2022,"Israel","New Kimberlychester",11.845988634512782
2022,"Cook Islands","Watsonport",11.848906007492104
2012,"Slovakia (Slovak Republic)","Nelsonfurt",11.849425947100602
2010,"Kazakhstan","Lake Nicholas",11.849951804449756
2001,"Sao Tome and Principe","Watsonshire",11.853176372144972
2018,"Belarus","Jamiestad",11.8534509741419
2015,"Canada","Kimberlystad",11.855447580678415
2018,"Tunisia","West Ericfort",11.8558800060286
2010,"Uganda","Chungside",11.85998158132346
2021,"Colombia","Hortonfort",11.859996652187233
2006,"Taiwan","Port Stevenville",11.860919031257875
2010,"Mozambique","Port William",11.861581980695853
2022,"Sierra Leone","Lake Nicholasmouth",11.86173518317976
2018,"Greenland","Lake Brian",11.863372173116831
2014,"Mongolia","Lisastad",11.86500147474053
2022,"Brazil","Clinechester",11.86752184485792
2010,"Kiribati","North Melissabury",11.867531140068
2007,"Jordan","Samanthashire",11.86826495674157
2004,"Denmark","East Gregory",11.868829546300244
2021,"Tonga","Lake Dakota",11.869637928630429
2012,"Netherlands","Rickyhaven",11.87067357448118
2018,"Lebanon","Andrewchester",11.872511701329875
2005,"Argentina","Lake Nicoleshire",11.87525229459159
2001,"Aruba","Lake Shawn",11.87651814730562
2009,"Slovenia","New Belindafort",11.88094222844619
2021,"Nepal","New Andreaport",11.882186563806275
2021,"Aruba","South Richardland",11.88320618798504
2001,"Norfolk Island","New Kevinstad",11.883632696334876
2021,"Hong Kong","North Joshuabury",11.886557719952776
2010,"Jersey","West Alexandra",11.886723238902665
2021,"Myanmar","West Earl",11.888543011110825
2009,"South Georgia and the South Sandwich Islands","Thompsonside",11.88958864735601
2014,"Morocco","Lake Sheilaberg",11.890310711477788
2016,"Finland","North Susanchester",11.892796691696573
2000,"Kenya","Justinview",11.893053340309828
2022,"Solomon Islands","Brookeburgh",11.89352844167297
2001,"Congo","Torresfurt",11.894792852056415
2021,"Angola","Alexanderton",11.894965572292504
2005,"Nauru","New Richardshire",11.897502108868622
2015,"Belgium","Rodriguezton",11.897919738800375
2008,"Samoa","New Jeremystad",11.899341546625108
2020,"Tonga","New Douglas",11.901271261462895
2001,"Ghana","West Jennifer",11.902685514510075
2017,"Greenland","Port Krista",11.903534318504192
2007,"Cambodia","Danielstad",11.906734305654368
2002,"Tunisia","East Pamela",11.907500780547643
2015,"Chad","West Christopher",11.910564746850836
2016,"Aruba","South Danielmouth",11.912164266756673
