"year","country","location","co2_emissions"
2013,"Iraq","Strongburgh",364.0566187834864
2006,"Sierra Leone","West William",364.0574870587244
2006,"Greenland","Coxshire",364.0585496198274
2004,"Botswana","North Nicole",364.0908144379603
2020,"Yemen","New Michaelfurt",364.125096980091
2009,"Ecuador","West Crystal",364.1559597725486
2010,"Indonesia","Jasonville",364.1609989205814
2013,"Indonesia","Garciaton",364.1759575251448
2021,"Uzbekistan","Danielschester",364.2088035355622
2009,"Sudan","Port Bryanland",364.2190983341029
2018,"Maldives","Kennethport",364.22867032242766
2012,"Cook Islands","Newtonborough",364.2329399814584
2016,"Brazil","Port Edwardton",364.2587425285052
2020,"Lao People's Democratic Republic","Jennifertown",364.2871491533441
2004,"Swaziland","West Nancy",364.30013048837526
2020,"Bahrain","Randyside",364.311084949565
2019,"Myanmar","Port Paulburgh",364.312169716178
2018,"Greece","North Leah",364.3459105768533
2013,"French Polynesia","Lake Steven",364.3506221226286
2006,"Svalbard & Jan Mayen Islands","New Crystalfort",364.3958088979301
2020,"Australia","North Beverlyview",364.4003682048994
2005,"Singapore","Lake Rachael",364.4095455960926
2018,"Equatorial Guinea","Roachbury",364.44995527058535
2013,"Turkey","Carrieborough",364.48485693816025
2007,"Gambia","Johnschester",364.5455453164478
2004,"Suriname","West Jasonville",364.5595613106213
2015,"Bulgaria","North Bradley",364.5956085032468
2006,"Haiti","Penamouth",364.59708069522463
2003,"Oman","West Roy",364.6641335792164
2022,"Micronesia","Josephport",364.7072863553998
2008,"Congo","East Brittney",364.7398345810981
2017,"Nepal","New Carrie",364.76375677925097
2011,"Tanzania","Robertmouth",364.77918974005496
2003,"Montserrat","Lanebury",364.7991701107394
2019,"Guyana","West Rachael",364.8349508656426
2021,"Iraq","Cassandraville",364.8620253754885
2022,"Guinea-Bissau","Charlestown",364.8684491333193
2003,"Bahrain","Lake Raven",364.87046913818085
2005,"Guatemala","West William",364.87133321734507
2017,"Georgia","Kaitlynchester",364.8775456421887
2011,"Afghanistan","Dominiqueland",364.8871326842991
2020,"Western Sahara","Melissamouth",364.89520087817937
2012,"Cote d'Ivoire","Kingmouth",364.8953675302632
2018,"New Zealand","New Josephstad",364.9061051841463
2016,"Burkina Faso","North Taylorport",364.91063373953233
2003,"Falkland Islands (Malvinas)","North Kathleenport",364.9236071386764
2017,"Mauritania","Lanemouth",364.9457348834514
2001,"France","Melodyfurt",364.9596408204456
2016,"United States Minor Outlying Islands","North Daniel",364.9659426271094
2001,"Anguilla","Mooreville",364.9725971105258
2011,"Turkmenistan","West Janet",365.0045697173167
2022,"Singapore","Jamesshire",365.0165303203895
2002,"Serbia","Daniellebury",365.1260771923758
2007,"Guatemala","Lake Michaelberg",365.12747831076376
2014,"Turks and Caicos Islands","Danielletown",365.1449222841757
2019,"Guyana","Dianetown",365.1726956517938
2013,"Cambodia","New Valerie",365.1866393514202
2006,"Croatia","North Davidland",365.18688264859935
2020,"Tanzania","Scottview",365.261235464748
2008,"Benin","Bennettside",365.28327117374215
2001,"Guernsey","Whitemouth",365.29311856235
2020,"Honduras","Melindabury",365.31323896323374
2020,"Palestinian Territory","Moralesstad",365.31714563071614
2011,"Kyrgyz Republic","New Carlosfurt",365.32755620377696
2018,"Lithuania","East James",365.3336454309401
2016,"Iran","Kellybury",365.33559034319023
2018,"Saint Martin","Kaylaberg",365.3401387749925
2022,"Pitcairn Islands","Smithhaven",365.3465342301435
2010,"Korea","Jessicamouth",365.3527088043549
2018,"Togo","New Allen",365.3989989152318
2002,"Sri Lanka","South Donald",365.4082775913004
2001,"Kenya","Port Rhonda",365.4242493153784
2006,"Tuvalu","New Jesseton",365.434210770036
2016,"Western Sahara","Morrowtown",365.4519678873258
2006,"Slovakia (Slovak Republic)","Warrenhaven",365.4677618114309
2014,"Cape Verde","Bishopbury",365.4683941775945
2001,"Montserrat","Lake James",365.52312804249806
2019,"Brazil","Lake Brian",365.5346195835856
2003,"Germany","Jacksonton",365.5526390608196
2002,"Portugal","Bryanchester",365.5539306836608
2012,"Tuvalu","East Lisa",365.6001238081204
2018,"Niger","Ramirezville",365.6112329045893
2004,"Slovakia (Slovak Republic)","Boltonhaven",365.6492491636267
2010,"Guinea-Bissau","Murphyville",365.6618050926465
2006,"Iraq","Lake Hannah",365.668633773509
2015,"Hong Kong","North Reneeburgh",365.6902616922519
2022,"Canada","West Julia",365.7075875306659
2001,"French Southern Territories","East Jaredland",365.7147977476752
2004,"United States Minor Outlying Islands","Hawkinsside",365.7495580840225
2020,"Japan","East Pamela",365.7539728620015
2010,"Lao People's Democratic Republic","Courtneyton",365.760060456932
2000,"South Africa","Jessicatown",365.7648749551163
2009,"Jamaica","Beckhaven",365.7856851159147
2022,"Cape Verde","Port Colleen",365.79566416796735
2015,"Samoa","Myersborough",365.7992494311488
2022,"Vietnam","Davidchester",365.8123944437479
2002,"Bahrain","Williamsstad",365.83511506933775
2002,"Iraq","New Kathleen",365.83570166933015
2004,"El Salvador","North Scottborough",365.8526589945536
2015,"Macao","East Melissamouth",365.8885955329611
2009,"Slovenia","South Debraberg",365.8926797471618
2015,"Saint Barthelemy","Lake Eddie",365.9028137545766
2008,"Kazakhstan","North Glenn",365.9388288402124
2003,"Andorra","Leslieshire",365.9397310607079
2012,"Afghanistan","Taylorstad",365.9557444539837
2004,"Romania","Ellisfort",365.9803817328829
2008,"Nigeria","Traceybury",365.99731701443153
2022,"Swaziland","Port Bradleytown",366.04779887948416
2008,"Bhutan","Port Kristen",366.0873670344949
2014,"Samoa","Mariaborough",366.0937360710417
2013,"Turkmenistan","North Marissa",366.1113308372705
2014,"Lao People's Democratic Republic","Angelaburgh",366.1215810770269
2014,"Mongolia","Lisastad",366.1225791357441
2016,"Luxembourg","Lake Seanfort",366.1442848564229
2008,"Guernsey","Joshuafurt",366.1751808964431
2012,"El Salvador","Lake Austinmouth",366.18008986130616
2001,"Iraq","Martinview",366.18020765396346
2009,"Honduras","Port Ambermouth",366.1814456194805
2011,"Slovenia","Cowanburgh",366.2024237899844
2000,"French Southern Territories","Shelleychester",366.2203865325081
2021,"Mozambique","New Michaela",366.2236063587063
2010,"Vietnam","East Lori",366.2711603122633
2011,"Vanuatu","Graystad",366.27153138180176
2016,"Antarctica (the territory South of 60 deg S)","Alexisland",366.3079610281772
2015,"Turks and Caicos Islands","North Corey",366.3184784994637
2000,"Gabon","Lynnborough",366.3225057806655
2001,"Wallis and Futuna","Rebeccaport",366.3234149768527
2010,"Slovenia","Nguyenshire",366.3234406132706
2005,"Nigeria","Nathanview",366.327749513339
2019,"Philippines","New Johnny",366.3562856682549
2019,"Sao Tome and Principe","Port Andreaborough",366.36665931307135
2012,"Eritrea","East Jasonland",366.39322650580186
2014,"Ethiopia","East Nathan",366.39446660394094
2015,"Korea","East Aaron",366.3955994249056
2012,"Palestinian Territory","Higginsfort",366.4051966548151
2020,"Palau","West Melissaburgh",366.4322809077651
2008,"Tanzania","Mariaborough",366.478426057123
2014,"Cayman Islands","Rebeccashire",366.5069783722169
2022,"Uzbekistan","Lake Robert",366.5070747181592
2016,"Liberia","Wadeborough",366.5109207627871
2011,"Gibraltar","Port Angela",366.5174072347938
2008,"United States Virgin Islands","Frankport",366.5282025068338
2020,"Saint Helena","Claytonton",366.5838320917589
2006,"Macao","Trujillobury",366.5984112744776
2012,"Vanuatu","West William",366.6161822613034
2008,"Slovakia (Slovak Republic)","Gilesstad",366.64993320054
2009,"Saint Martin","Elizabethton",366.6584357920849
2020,"Iraq","North Jessicaton",366.6600334949673
2001,"Jordan","Port Curtis",366.6709410007144
2013,"Spain","Fosterfort",366.6833637574215
2014,"Mozambique","North Shelleyberg",366.7019841256678
2001,"Congo","West Susanfurt",366.71836546931775
2013,"Lithuania","Bennettside",366.7322892974967
2003,"Guadeloupe","Lake Leslie",366.7341634349478
2017,"Albania","Gomezburgh",366.7577143786812
2009,"Antarctica (the territory South of 60 deg S)","Lopezshire",366.7840193195909
2005,"French Polynesia","North Robert",366.7956378148979
2005,"Kyrgyz Republic","Cabrerachester",366.7990882443149
2010,"Chad","Charlesshire",366.8386856162963
2009,"Tuvalu","Port Devin",366.84634857785545
2014,"Liberia","North Billystad",366.8952966671681
2020,"Martinique","Lake Isaacport",366.9016964954415
2010,"Georgia","Port Laura",366.9064456624053
2016,"Lebanon","Bryantport",366.9344057830271
2014,"Honduras","Wilcoxport",366.9498502895811
2019,"Swaziland","East Alexandra",366.9989337287016
2006,"Poland","East Colleenside",367.0085256152181
2004,"Montenegro","New Sara",367.0175561523796
2005,"Turkey","Richardmouth",367.0332877719172
2004,"Reunion","Jonesland",367.03865600348666
2007,"Japan","Tanyamouth",367.05068034196046
2013,"Venezuela","Aliciaport",367.0575005386795
2010,"Romania","Matthewshaven",367.096195074404
2005,"Tokelau","Brownside",367.1137087749119
2008,"San Marino","Lake Thomasmouth",367.1222441393332
2003,"Afghanistan","New Amandaport",367.129853557848
2021,"United Arab Emirates","Gutierrezfort",367.1607207422426
2019,"Mauritania","Michelleview",367.1621167559212
2009,"Cook Islands","Morrismouth",367.16458939301134
2020,"Singapore","Burkechester",367.2109371912641
2004,"Nigeria","East Jamesfort",367.2320248623082
2005,"Indonesia","North Moniqueland",367.23605450572165
2011,"Bouvet Island (Bouvetoya)","Gravesbury",367.29706776648834
2008,"Cape Verde","Port Nicole",367.3045734727971
2002,"Eritrea","West Eugene",367.31419001004383
2002,"Slovakia (Slovak Republic)","Jakeville",367.33864619500633
2011,"Reunion","Fitzgeraldton",367.3454521120381
2016,"Lao People's Democratic Republic","North Donnaport",367.37627860874926
2008,"Liechtenstein","Tylerfurt",367.3763383548494
2008,"Somalia","East Brittanymouth",367.3783103386633
2014,"Ecuador","Ingramville",367.45440966526166
2020,"North Macedonia","Jonburgh",367.4595077844291
2006,"Lesotho","Youngland",367.4749010842488
2007,"Suriname","Lake Luis",367.5257246344372
2011,"Liechtenstein","South Ericaport",367.5303995716512
2019,"Guam","Robertsside",367.53770259515454
2011,"Algeria","New Chad",367.55393921822576
2011,"Armenia","Lake Kayla",367.5655533653909
2010,"Guatemala","New Dustinberg",367.57396409821416
2015,"Falkland Islands (Malvinas)","Port Richard",367.5803554100237
2005,"Peru","Jessicaland",367.5847875947851
2022,"Tunisia","Lake Brucefurt",367.5858210492116
2004,"Brazil","Johnburgh",367.6180381252916
2019,"United States Minor Outlying Islands","Joshuafurt",367.6417409130802
2014,"Serbia","Youngside",367.6905405688622
2010,"Kuwait","Josephville",367.69890064962215
2005,"Bhutan","Popefort",367.7283885319649
2006,"Northern Mariana Islands","Brownchester",367.73320499917605
2015,"Libyan Arab Jamahiriya","Port Kelly",367.7413070496653
2022,"Palau","Robinsonville",367.7476341139077
2008,"Trinidad and Tobago","New Carmenside",367.7487554571112
2009,"Montenegro","Mclaughlinside",367.751074877328
2021,"Papua New Guinea","Jillside",367.7589988895395
2012,"Algeria","North Angela",367.77359241349217
2017,"Saint Barthelemy","South Stephaniemouth",367.7896394188666
2013,"Central African Republic","Cassandraville",367.7917743933821
2011,"United Arab Emirates","New Aaron",367.7994168321205
2007,"British Virgin Islands","Williamsshire",367.80880451367375
2002,"Syrian Arab Republic","Richardville",367.8152778998798
2002,"Bahamas","Acostaport",367.81835209683015
2022,"Finland","New Jennifershire",367.8206498514526
2015,"Vanuatu","Coxhaven",367.8293207009066
2020,"Reunion","Sarachester",367.8428958959112
2014,"Luxembourg","East Johnchester",367.8577992542573
2004,"Tunisia","New Sherry",367.8754360717281
2013,"Northern Mariana Islands","East Samanthaborough",367.8881655185275
2006,"Argentina","Burchshire",367.9191498769329
2020,"French Southern Territories","Ramirezmouth",367.92006932849046
2010,"Reunion","Aaronborough",367.97942077869095
2016,"Maldives","Williamsburgh",367.9989718944889
2011,"Syrian Arab Republic","Serranomouth",368.0238105729368
2011,"Spain","Schultzberg",368.0482006844601
2006,"Solomon Islands","Fergusonton",368.0693919926779
2012,"Swaziland","Robertschester",368.07857250282177
2007,"Anguilla","Joshuabury",368.09368932340703
2021,"Zimbabwe","North Shawntown",368.0986789211092
2016,"Faroe Islands","Stanleyland",368.11320130598455
2011,"Costa Rica","West Danielmouth",368.1147713928152
2021,"Macao","Nicolemouth",368.1427331448775
2004,"Niger","Port Chris",368.1950652213488
2003,"Reunion","North Daniel",368.1996588285949
2017,"Austria","North John",368.2052315698536
2011,"Belize","New Rachel",368.2124113096088
2008,"Togo","Mooneyport",368.2233079967792
2001,"Mauritius","Patrickhaven",368.263444619365
2022,"Togo","East William",368.2645625633385
2022,"Holy See (Vatican City State)","New Garyside",368.311062305396
2011,"Central African Republic","Lanceshire",368.3172944794684
2022,"Cape Verde","Durhambury",368.3199912118104
2019,"Italy","North Johnnyhaven",368.32610346901765
2006,"Korea","New Juliehaven",368.3284117808176
2010,"Venezuela","South Garyfort",368.3339463499367
2020,"Papua New Guinea","Port Charles",368.374135006059
2011,"Czech Republic","Brownview",368.37519647407066
2001,"Mexico","West Ruthmouth",368.38293529065567
2008,"Lithuania","Lake Laurahaven",368.3868341167168
2003,"Yemen","Colleenland",368.39474173032266
2015,"Cook Islands","Victorialand",368.39644969086606
2020,"Mauritania","Ruiztown",368.4397304548309
2000,"Saint Kitts and Nevis","Lake James",368.448022905565
2020,"Antarctica (the territory South of 60 deg S)","Estradaville",368.4754372393572
2014,"Gibraltar","Lisahaven",368.48935420509446
2013,"Mongolia","Reginatown",368.525643738488
2004,"American Samoa","South Melissafort",368.565278298424
2012,"Papua New Guinea","Port Chris",368.5733559722576
2018,"French Polynesia","Port Kylemouth",368.57863647000886
2014,"Fiji","Joyceborough",368.5811403684799
2000,"Ukraine","Johnnyburgh",368.5931722214612
2019,"Taiwan","Wangfurt",368.59333529970434
2008,"Timor-Leste","Moralesstad",368.6020965608313
2014,"Cook Islands","Lake Danielbury",368.6201916779393
2009,"Korea","Port William",368.639163348309
2004,"Bolivia","Lake Davidburgh",368.6774460192241
2015,"Slovenia","South Victoria",368.6815278448765
2022,"Kenya","East Crystal",368.68929861346135
2011,"Fiji","New Malloryport",368.701515291281
2006,"Niger","Hermanbury",368.7049337309524
2009,"Brazil","East Kennethside",368.7208280233919
2022,"Egypt","Port Carlos",368.7406638795618
2004,"United Kingdom","Greenechester",368.74350560327537
2013,"Timor-Leste","West Stephanie",368.748761082123
2000,"Moldova","South Eileen",368.7495735500548
2022,"Indonesia","Hancockhaven",368.76138482701714
2005,"Oman","Judyberg",368.7880852770668
2009,"Slovakia (Slovak Republic)","South Markshire",368.7977447745005
2013,"Seychelles","East Michaelport",368.8045717533772
2008,"Christmas Island","Tranmouth",368.8090334786406
2005,"Georgia","West Thomasport",368.8333687847922
2015,"Saint Kitts and Nevis","South Jodybury",368.8567148453476
2002,"Bahamas","Port Jeremystad",368.86867411834936
2001,"Barbados","Hamiltonburgh",368.8695666425776
2021,"Finland","Anthonyburgh",368.8704949718633
2008,"Mozambique","Donnaburgh",368.8707617818458
2019,"Congo","Hallberg",368.8878593226671
2008,"Svalbard & Jan Mayen Islands","Williamfort",368.8962294863399
2016,"Namibia","Brucefort",368.90920409686674
2004,"Japan","Anatown",368.9785653030094
2011,"Congo","Justinmouth",368.982005338516
2003,"Montserrat","West Bryan",369.0090749524192
2006,"Saint Barthelemy","Kentfurt",369.02439211047823
2018,"Liberia","Port Jessicabury",369.0542770002733
2009,"Nepal","New Jessica",369.0579596369783
2015,"Guinea","Lake Nathanville",369.0631552545904
2002,"Lebanon","New Erikberg",369.14116176818334
2005,"Pitcairn Islands","Whitneyville",369.1479762808201
2004,"Greenland","Ortizchester",369.1857696028049
2022,"Tonga","Kathleenfort",369.2018842281268
2016,"United States Minor Outlying Islands","Lake Melissamouth",369.2028838917914
2011,"Egypt","West Aaronland",369.2164083902103
2003,"Fiji","Amyberg",369.2244115696173
2000,"Colombia","West Rachel",369.2333874210638
2006,"Montserrat","West Jameschester",369.2418621353573
2004,"Bangladesh","South Ashleymouth",369.24264718032623
2000,"China","East Melissaville",369.247934625202
2007,"Colombia","South Donnastad",369.2551815912833
2015,"Malta","Port Margaret",369.2587782315024
2005,"Korea","West Gregory",369.3013765574956
2008,"Croatia","Harrishaven",369.3021140963388
