"year","country","location","sea_level_rise"
"2013","Hong Kong","East Katherine","-0.4215253905489858"
"2009","Palestinian Territory","Taylorside","-0.4213534413935009"
"2018","Cayman Islands","Port Jason","-0.4205400741563377"
"2011","Armenia","East Bradleyberg","-0.4205156715463241"
"2005","Romania","Lloydstad","-0.4203288741360051"
"2017","Senegal","Robertland","-0.4202435562803387"
"2007","Turkey","West Curtis","-0.4200703414488541"
"2017","Turkmenistan","North Sean","-0.4195249532357344"
"2015","Pakistan","Aaronshire","-0.4192278751168645"
"2021","United States of America","Davisburgh","-0.4191643869336753"
"2016","Malta","New Courtneyburgh","-0.4187785469183874"
"2020","Gambia","New Josephstad","-0.418136886671236"
"2008","French Guiana","North Michael","-0.417633903935454"
"2013","Monaco","Greenbury","-0.4174697022226772"
"2021","Niue","New Stephanie","-0.4172173066041476"
"2018","Lithuania","Burtonchester","-0.4169957737614214"
"2021","Ecuador","Robertsonland","-0.4163476116844201"
"2004","Belize","New Terri","-0.4163220075465219"
"2008","Costa Rica","North Tammybury","-0.4161481938415418"
"2004","Mali","Kathleenstad","-0.4149899402227269"
"2001","Angola","East Stephanie","-0.4149525192951553"
"2011","Haiti","West Nicholas","-0.4149404844208076"
"2020","Ukraine","Josephfurt","-0.414935090263798"
"2016","Korea","Johnshire","-0.4149027656881845"
"2014","Cote d'Ivoire","East Angela","-0.4148401384259946"
"2004","Guam","Port David","-0.4138265157006997"
"2022","Paraguay","New Tammie","-0.4137536302245132"
"2021","Lithuania","West Nicholas","-0.4137237598080985"
"2011","Honduras","Wandaberg","-0.4134749058991688"
"2022","Montenegro","Hamiltonstad","-0.4132328554265107"
"2021","Iran","Lake Joyceview","-0.413192154580938"
"2004","Antigua and Barbuda","New Christopherburgh","-0.4124132201677024"
"2007","Namibia","Lake Kyle","-0.4123066928405534"
"2016","Canada","South Angelamouth","-0.4120172405358426"
"2009","Spain","Taylorborough","-0.411364685874826"
"2007","Rwanda","Butlerport","-0.4111742652391786"
"2018","Portugal","New Julie","-0.4110284273360389"
"2021","Svalbard & Jan Mayen Islands","Patricktown","-0.4108102896353019"
"2012","Oman","Samanthashire","-0.4106474258632562"
"2013","New Caledonia","Brittanyfort","-0.4104098203994155"
"2019","Liberia","Davidtown","-0.4103223977662329"
"2004","Barbados","Warnermouth","-0.4103202446372866"
"2006","Niger","East Jacob","-0.4099563283102052"
"2022","Iraq","East Michaelborough","-0.4095753237179651"
"2019","Mauritius","New Biancafurt","-0.4095413374372945"
"2014","Nepal","Lake Jennifer","-0.4089866674954093"
"2012","Montenegro","South Caitlin","-0.4089630125810805"
"2012","Bangladesh","Saraville","-0.408218500176668"
"2002","Antarctica (the territory South of 60 deg S)","West Crystal","-0.4082180200762254"
"2008","Liechtenstein","Tylerfurt","-0.408161864669096"
"2014","Micronesia","Jessicaview","-0.4080459081820342"
"2008","Honduras","West Brittanyfurt","-0.4077674256355492"
"2013","Guadeloupe","New Ashley","-0.4076280217772521"
"2018","El Salvador","Marystad","-0.4074125300199497"
"2016","Malta","Brauntown","-0.4070972307672498"
"2005","Niue","West Barbara","-0.4070323338703301"
"2005","Puerto Rico","Justinfurt","-0.4068181094834822"
"2022","Solomon Islands","Johnfort","-0.406235940873684"
"2005","Kazakhstan","Deborahfort","-0.4059282830975955"
"2018","Thailand","North Michelle","-0.4054730043710634"
"2017","Zambia","North Phillipside","-0.4054687151676792"
"2008","Poland","West Jonathanhaven","-0.4052911117719456"
"2008","Saint Helena","Crosbychester","-0.405122700377016"
"2009","Taiwan","Scottfurt","-0.4050352634434828"
"2020","Malaysia","South Brandonburgh","-0.4049720019438782"
"2018","Saint Pierre and Miquelon","Gutierrezchester","-0.4039628176752397"
"2005","Hungary","Brandiburgh","-0.4038571635413062"
"2015","Netherlands","Port Tylerstad","-0.403758197067056"
"2018","Guinea-Bissau","East Chad","-0.4027459583247331"
"2004","Hungary","North Shane","-0.4017884127874991"
"2015","Cocos (Keeling) Islands","West Kristinside","-0.4014401914435575"
"2016","Sweden","East Diane","-0.4014176404104316"
"2013","Denmark","Lake Timothychester","-0.4013863052878592"
"2008","Marshall Islands","Port Richardmouth","-0.4007245620560217"
"2022","Swaziland","Port Bradleytown","-0.4004308204946997"
"2012","Mauritius","New Victoriafurt","-0.4004115047031894"
"2007","Portugal","New Waynefort","-0.3993325193347379"
"2016","Australia","Port Justinland","-0.3992045873895781"
"2011","Chad","Colleenfurt","-0.3991727899992781"
"2002","Guadeloupe","Warrenside","-0.3983559462277161"
"2016","Mauritius","Cohenburgh","-0.398325718566705"
"2009","Taiwan","Dianaside","-0.3981612703338041"
"2017","Northern Mariana Islands","Howardstad","-0.3979296501717841"
"2006","Luxembourg","Monicaburgh","-0.3977440830914298"
"2005","Saint Vincent and the Grenadines","Xavierborough","-0.3976833641234495"
"2000","Timor-Leste","Sarahberg","-0.3976790961283696"
"2005","Sudan","Codyshire","-0.3968587780986767"
"2002","Zambia","East Christopher","-0.3968072726587451"
"2010","Palestinian Territory","Jessehaven","-0.3965469715047502"
"2010","Solomon Islands","Cherylview","-0.396000334345105"
"2012","Zambia","Jameschester","-0.3958039355663136"
"2002","Saint Helena","Matthewberg","-0.3957685675330279"
"2020","Angola","Jaclynchester","-0.3955512002776699"
"2014","San Marino","South Thomasview","-0.395296676667081"
"2007","Cameroon","Port Garyburgh","-0.3951929029527149"
"2019","Italy","North Johnnyhaven","-0.3949979929413902"
"2002","Sierra Leone","Lake Ashley","-0.3942624428095705"
"2009","Norfolk Island","New Jasonville","-0.3941623498863005"
"2002","Zimbabwe","East Kaitlyn","-0.3940474911713774"
"2005","Slovakia (Slovak Republic)","South Victoria","-0.3939944274128262"
"2010","Reunion","Lake Laurentown","-0.3939090467754667"
"2009","Dominica","Wardtown","-0.3938928799945423"
"2001","Azerbaijan","Sharpfurt","-0.3935890760471717"
"2013","Uganda","New Jorge","-0.3932968698128735"
"2005","Jersey","New Elizabethview","-0.3928334382018315"
"2022","Canada","New Scott","-0.3927699864952269"
"2019","Bhutan","New Jake","-0.392415904868261"
"2010","Denmark","East Vanessa","-0.3923517248352819"
"2021","Kyrgyz Republic","Lake Austin","-0.3921773698007361"
"2010","Grenada","Younghaven","-0.3919316854294721"
"2022","Moldova","Jefferychester","-0.3919026508941337"
"2010","Cayman Islands","Griffinburgh","-0.3916750421999184"
"2008","Serbia","Fryside","-0.3915213008397641"
"2007","Pitcairn Islands","West Jesse","-0.3910641574666926"
"2019","Brunei Darussalam","Port Jeffberg","-0.3910525618400876"
"2022","Monaco","Martinezmouth","-0.3899556176018663"
"2002","Namibia","Lake Carlos","-0.3891943617923293"
"2018","Armenia","Lake Stephanie","-0.3890541480163003"
"2000","Peru","West Michelle","-0.3889944354619324"
"2000","Northern Mariana Islands","Courtneyberg","-0.3888689221349449"
"2018","Ukraine","Riosfort","-0.3885309776721338"
"2022","United States Virgin Islands","East Hunterville","-0.3883526514517663"
"2022","Greece","Lake Michelle","-0.3878918927474485"
"2020","French Southern Territories","Chavezchester","-0.387214958918721"
"2005","Holy See (Vatican City State)","Juliafurt","-0.3869769718569816"
"2002","Suriname","East Dawnmouth","-0.3869465750575568"
"2000","China","Hoganview","-0.3867391291914238"
"2011","Heard Island and McDonald Islands","Lake Travisport","-0.386559277737302"
"2013","Heard Island and McDonald Islands","North Kevin","-0.3861342608157282"
"2014","Cape Verde","Bishopbury","-0.3861281254140335"
"2016","France","Lake Bradleybury","-0.3859943488811481"
"2021","Bolivia","Michaelhaven","-0.3859078781964467"
"2014","New Zealand","Billychester","-0.3853600110267996"
"2008","Netherlands Antilles","Jeremyview","-0.3847209149984337"
"2007","British Indian Ocean Territory (Chagos Archipelago)","Sarahchester","-0.3845270722443333"
"2006","Swaziland","New Samuel","-0.3842316238194758"
"2018","Paraguay","Barrymouth","-0.3841804244375049"
"2009","Italy","South Linda","-0.3840570750527806"
"2022","Palestinian Territory","East Johnfurt","-0.3840317458192782"
"2009","Myanmar","South Rachaelberg","-0.3840176956944222"
"2018","Reunion","East Charles","-0.383993611945585"
"2004","Solomon Islands","Petersonmouth","-0.383490536848717"
"2006","Guam","East Markville","-0.3833876674635311"
"2017","Hungary","North Jamieville","-0.3832335529585738"
"2003","United States Virgin Islands","Sarahchester","-0.3831206724572278"
"2008","Saint Kitts and Nevis","Port Karen","-0.3827807774846838"
"2002","Turks and Caicos Islands","Victoriachester","-0.3826977847116616"
"2010","Gabon","Lake Johnport","-0.3819898777150133"
"2015","Somalia","West Eric","-0.3813537543726303"
"2013","Chad","Kevinside","-0.3812174101007087"
"2000","Estonia","Tylertown","-0.381200272076289"
"2015","United Arab Emirates","Harrisville","-0.380682847991998"
"2010","Jordan","Tapiastad","-0.3804599009082409"
"2010","Belize","Rebeccahaven","-0.3799583042952227"
"2017","Finland","Alexismouth","-0.3793743955340098"
"2020","Poland","North Christian","-0.3791587443661652"
"2001","China","South Debrashire","-0.3790930607715744"
"2005","Western Sahara","Georgefort","-0.3788050108054639"
"2016","Croatia","New Joshua","-0.3787784451678809"
"2005","Anguilla","East Laurenstad","-0.3786547364633501"
"2010","Svalbard & Jan Mayen Islands","Lake Tina","-0.3783629301001468"
"2013","Colombia","Chelseaborough","-0.3780462080703303"
"2016","Netherlands Antilles","Bakerchester","-0.3780103309295636"
"2021","Oman","East Kelsey","-0.3779393376524057"
"2021","Sierra Leone","East Juan","-0.3778372606516729"
"2004","Turkmenistan","Mitchellchester","-0.377700348177272"
"2009","Timor-Leste","Gonzalezstad","-0.3774296472671601"
"2010","Finland","Scottland","-0.3773703859192012"
"2014","South Africa","Alvarezshire","-0.376728077158895"
"2001","Turks and Caicos Islands","Mosesview","-0.3766008224696998"
"2005","Slovenia","New Pamelamouth","-0.3765955968906426"
"2008","Sudan","East Dawnland","-0.3762464123574823"
"2001","India","Port Haydentown","-0.3761243145636728"
"2013","Gibraltar","Elizabethport","-0.3761148143495633"
"2012","Albania","West Glennfurt","-0.3760418610174286"
"2002","Mozambique","Shepherdmouth","-0.3759830604960727"
"2009","Jamaica","North Aprilport","-0.3758973104710595"
"2010","Uzbekistan","South Steven","-0.3758458338211408"
"2005","Cote d'Ivoire","Jamesmouth","-0.375461785776636"
"2010","Senegal","South Shelly","-0.3746512483760008"
"2016","Djibouti","West Stacy","-0.373434519679087"
"2002","Cameroon","Matthewland","-0.3730022464289293"
"2014","Algeria","Wattsville","-0.3729761928328623"
"2016","Vanuatu","New James","-0.3727759735558544"
"2022","Saint Pierre and Miquelon","South William","-0.3726587432761061"
"2015","Saint Lucia","South Timothyburgh","-0.3726310301541048"
"2012","Argentina","West Victoriachester","-0.3718073076985982"
"2016","New Caledonia","South Joseph","-0.3716209400572182"
"2013","Romania","Meredithberg","-0.3715778858765979"
"2019","Swaziland","Jordanborough","-0.3712589701866282"
"2002","Vanuatu","Port Matthew","-0.3707377467469603"
"2021","Bermuda","Rivasmouth","-0.3704209892739931"
"2019","Trinidad and Tobago","Santosshire","-0.3700903804581862"
"2008","Bosnia and Herzegovina","South Johnfort","-0.3699390853798684"
"2004","Congo","Lake Kelly","-0.3699060462458616"
"2001","Cayman Islands","East Alexander","-0.3697457568236125"
"2014","United Kingdom","Schroedermouth","-0.3696250878080805"
"2006","New Caledonia","Port Caitlinside","-0.3695702645465464"
"2022","Chad","Fernandoland","-0.3693862898576247"
"2003","Guinea","Wallmouth","-0.3691596953297459"
"2002","Panama","West Christopherbury","-0.3689394621015445"
"2014","Eritrea","Lake Patriciabury","-0.3674501870434324"
"2003","Germany","Jacksonton","-0.3670359390088312"
"2020","Sudan","Brandonberg","-0.3670133140280424"
"2013","Madagascar","Dominiqueburgh","-0.3662838301414138"
"2012","Zambia","South Amychester","-0.3656899395377955"
"2013","Saint Kitts and Nevis","New Loriborough","-0.3656475784114909"
"2007","Norfolk Island","North Christopher","-0.3655264093249101"
"2007","Syrian Arab Republic","West Leslieshire","-0.3654360875233638"
"2019","Turkey","New Stephanieshire","-0.3649422147491996"
"2021","Zambia","South Josephville","-0.364070164677077"
"2018","Papua New Guinea","Summerton","-0.3637240992820582"
"2014","Christmas Island","East Deborahmouth","-0.3637152175527798"
"2006","Puerto Rico","East Heatherport","-0.3633019984823461"
"2016","Puerto Rico","Matthewborough","-0.3632465462856281"
"2001","Madagascar","Lake Tammychester","-0.3631024985521993"
"2019","Vietnam","Codyshire","-0.3630495162692199"
"2011","Namibia","Michellefort","-0.3627280626889114"
"2015","Solomon Islands","West Davidfurt","-0.3618450871997231"
"2022","Svalbard & Jan Mayen Islands","Kaylahaven","-0.3616772688823067"
"2019","Bosnia and Herzegovina","Staceyhaven","-0.3615201161527299"
"2019","Barbados","Karenburgh","-0.3612232229731106"
"2022","Angola","New Angela","-0.3607778189205777"
"2010","Chad","Lake Amandashire","-0.3606329997012339"
"2002","Saint Lucia","Lake Stephanieland","-0.3604039160571679"
"2015","Belize","Barnesview","-0.3602096510299284"
"2014","Ghana","Hoffmanfurt","-0.360205666771994"
"2008","Philippines","Jamesville","-0.3600513740905522"
"2015","Romania","New George","-0.3600318442290583"
"2021","Mexico","Maryview","-0.3600180532697519"
"2018","Equatorial Guinea","Roachbury","-0.3597381128881087"
"2010","South Georgia and the South Sandwich Islands","Hintonside","-0.3590796708717249"
"2006","Djibouti","Ellischester","-0.3589845470786166"
"2006","Saint Kitts and Nevis","Suttonberg","-0.3587441021109939"
"2001","Zambia","Angeltown","-0.357976986633114"
"2012","Tuvalu","Arthurmouth","-0.3578996434371262"
"2015","Georgia","Port Jesseshire","-0.3578886548387184"
"2000","Finland","Stevenfort","-0.3574562746649244"
"2011","Saint Martin","Kimport","-0.3574245539392606"
"2009","Congo","New Gregoryfurt","-0.357382103978836"
"2020","Cook Islands","Keithshire","-0.3573190479324604"
"2013","Palau","Kevinton","-0.3564601716945326"
"2009","Cook Islands","Lake Peterborough","-0.3564174118047367"
"2014","Iceland","Port Lisa","-0.3560979594680364"
"2012","Turkmenistan","Lake Janeshire","-0.3556389617786876"
"2002","Fiji","Reynoldsville","-0.3556110975409289"
"2011","Netherlands","Andrewville","-0.3553896311052669"
"2020","Lao People's Democratic Republic","Jennifertown","-0.355051977910429"
"2019","Jordan","Guerreroborough","-0.3548615255822916"
"2020","Bosnia and Herzegovina","South James","-0.3545141921942794"
"2014","Samoa","Jenningstown","-0.3544817685741204"
"2008","Mongolia","Port Vickie","-0.3544721358271426"
"2019","Maldives","Lynchmouth","-0.3543344829925221"
"2020","Turks and Caicos Islands","Williamsville","-0.3543012437274328"
"2008","Israel","North Anthony","-0.354279825120508"
"2014","Canada","West Shelbyborough","-0.3542717505213758"
"2004","Bolivia","East Anthony","-0.3541128950124292"
"2006","Palestinian Territory","South Stephaniemouth","-0.3539405956591167"
"2007","Poland","Hurleymouth","-0.3533852583908088"
"2021","Zambia","East Roger","-0.3532678910099187"
"2019","Germany","South Dianaborough","-0.3532648229014441"
"2009","Vanuatu","Garciaport","-0.3531146987563012"
"2014","Kiribati","Smithton","-0.3527639302817678"
"2011","Morocco","New Rachaelview","-0.3522883144408542"
"2005","Reunion","West Steven","-0.3522696554579715"
"2006","Kyrgyz Republic","West Kristen","-0.3521218137394269"
"2000","Iraq","Grossstad","-0.3510190113356731"
"2013","Pakistan","North Stephenville","-0.3509943915641975"
"2006","Reunion","Lake Anthony","-0.3508552340971749"
"2008","Burkina Faso","Mariotown","-0.3504278713956739"
"2003","Ethiopia","Gloverside","-0.3501503375052961"
"2013","British Indian Ocean Territory (Chagos Archipelago)","East Jared","-0.3497761723894323"
"2013","Pakistan","Jesseberg","-0.3492471534799283"
"2016","Luxembourg","Lake Seanfort","-0.3491509692569881"
"2006","Papua New Guinea","Millerfort","-0.3490449083293124"
"2008","French Polynesia","Spencerport","-0.3489295149031295"
"2008","Morocco","Smithton","-0.3489015726532695"
"2008","Myanmar","Pierceton","-0.3487457734660653"
"2015","United States Minor Outlying Islands","Brookston","-0.348732985304639"
"2019","Saint Kitts and Nevis","New Kellymouth","-0.3484901484310856"
"2015","Hong Kong","South Deniseton","-0.3484403094924421"
"2015","Germany","Shawnshire","-0.3483920401963026"
"2020","Tanzania","Scottview","-0.3473057386693235"
"2021","Nigeria","South Nicoleborough","-0.3472574889670428"
"2014","Solomon Islands","Carolyntown","-0.3467527915605877"
"2016","Mauritania","New Doris","-0.3454424652273077"
"2008","Nigeria","East Rickytown","-0.3453509068457797"
"2002","Nauru","Marymouth","-0.3450815361502536"
"2018","Paraguay","South Christian","-0.3449567214841328"
